"技術担当
部署（FY20 ）","技術担当
部署(FY21)",案件責任,営業/開発担当者,確度,プロジェクト名,S/L,AOコード,AOコード名,セグメント,請求先,内外,カテゴリ,ヒト/モノ,新規・継続,サービスCD,サービス名,売上1月,外注費1月,仕入1月,原価経費1月,社内人件費1月,売上総利益1月,率1月,売上2月,外注費2月,仕入2月,原価経費2月,社内人件費2月,売上総利益2月,率2月,売上3月,外注費3月,仕入3月,原価経費3月,社内人件費3月,売上総利益3月,率3月,売上4月,外注費4月,仕入4月,原価経費4月,社内人件費4月,売上総利益4月,率4月,売上5月,外注費5月,仕入5月,原価経費5月,社内人件費5月,売上総利益5月,率5月,売上6月,外注費6月,仕入6月,原価経費6月,社内人件費6月,売上総利益6月,率6月,売上7月,外注費7月,仕入7月,原価経費7月,社内人件費7月,売上総利益7月,率7月,売上8月,外注費8月,仕入8月,原価経費8月,社内人件費8月,売上総利益8月,率8月,売上9月,外注費9月,仕入9月,原価経費9月,社内人件費9月,売上総利益9月,率9月,売上10月,外注費10月,仕入10月,原価経費10月,社内人件費10月,売上総利益10月,率10月,売上11月,外注費11月,仕入11月,原価経費11月,社内人件費11月,売上総利益11月,率11月,売上12月,外注費12月,仕入12月,原価経費12月,社内人件費12月,売上総利益12月,率12月
ク基技,ク基技,営業,戸村,C1,ダイダン様　リモビス関連NW機器導入（モノ）,6a 情報機器･その他ソフト販売,201,インフラサービス,ES,ダイダン,外,インフラ,モノ,新規,E83,その他：IT商品、ハード等,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,620000,0,544560,0,0,75440,0.121677419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300000,0,0,0,0,0,0,0
ク基技,ク基技,営業,戸村,C1,ダイダン様　リモビス関連NW機器保守,6b 情報機器･その他ソフト保守,201,インフラサービス,ES,ダイダン,外,インフラ,モノ,新規,E83,その他：IT商品、ハード等,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12575,0,10867,0,0,1708,0.13582505,12575,0,10867,0,0,1708,0.13582505,12575,0,10867,0,0,1708,0.13582505,12575,0,10867,0,0,1708,0.13582505,12575,0,10867,0,0,1708,0.13582505,12575,0,10867,0,0,1708,0.13582505
ク基技,ク基技,営業,戸村,D,ダイダン様　ペーパーレス会議システム,6a 情報機器･その他ソフト販売,201,インフラサービス,ES,ダイダン,外,インフラ,モノ,新規,E83,その他：IT商品、ハード等,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113340,0,102006,0,0,11334,0.1,0,0,0,0,0,0,300000,0,0,0,0,0,0,0
ク基技,ク基技,営業,戸村,D,ダイダン様　LANリプレース　HW一式,6a 情報機器･その他ソフト販売,201,インフラサービス,ES,ダイダン,外,インフラ,モノ,新規,E83,その他：IT商品、ハード等,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9686200,0,8717580,0,0,968620,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300000,0,0,0,0,0,0,0
ク基技,ク基技,営業,戸村,D,ダイダン様　LANリプレース　初年度保守,6b 情報機器･その他ソフト保守,201,インフラサービス,ES,ダイダン,外,インフラ,モノ,新規,E83,その他：IT商品、ハード等,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138866,0,111092.8,0,0,27773.2,0.2,138866,0,111092.8,0,0,27773.2,0.2,138866,0,111092.8,0,0,27773.2,0.2,138866,0,111092.8,0,0,27773.2,300000,138866,0,111092.8,0,0,27773.2,0.2
エ基技,エ基技,,,,(フランスベッド　ヒト系）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
エ基技,エ基技,開発,金井,C0,フランスベッド様FM基幹SO運用,2b 個別案件型システム開発保守サービス,201,インフラサービス,EIT,ISID,内,インフラ,ヒト,継続,B61,基幹系アプリSI,1467500,773160,0,41746,457398,195196,0.133012606,1467500,770000,0,42567,413724,241209,0.164367291,1467500,770000,0,40485,430571,226444,0.154305963,1467500,770000,0,9702,520272,167526,0.114157411,1467500,773480,0,15273,326342,352405,0.240139693,1467500,770000,0,42000,400000,255500,0.174105622,1467500,693000,0,42000,400000,332500,0.226575809,1467500,693000,0,42000,400000,332500,0.226575809,1467500,385000,0,42000,400000,640500,0.436456559,1467500,385000,0,42000,400000,640500,0.436456559,1467500,770000,0,42000,400000,255500,0.174105622,1467500,770000,0,42000,400000,255500,0.174105622
エ基技,エ基技,開発,金井,C0,フランスベッド様 ネットワーク保守,2b 個別案件型システム開発保守サービス,105,ネットワークサービス,EIT,ISID,内,インフラ,ヒト,継続,B61,基幹系アプリSI,180000,144000,0,0,0,36000,0.2,180000,144000,0,0,0,36000,0.2,180000,144216,0,0,0,35784,0.1988,180000,144616,0,0,0,35384,0.196577778,180000,144000,0,0,0,36000,0.2,180000,144000,0,0,0,36000,0.2,180000,144000,0,0,0,36000,0.2,180000,144000,0,0,0,36000,0.2,180000,144000,0,0,0,36000,0.2,180000,144000,0,0,0,36000,0.2,180000,144000,0,0,0,36000,0.2,180000,144000,0,0,0,36000,0.2
エ基技,エ基技,営業,戸村,C0,フランスベッド様 ADサーバリプレース,2b 個別案件型システム開発保守サービス,201,インフラサービス,EIT,ISID,内,インフラ,ヒト,新規,B61,基幹系アプリSI,1631250,600000,0,1087,683526,346637,0.212497778,550000,200000,0,10299,284552,55149,0.100270909,181250,400000,0,0,153559,-372309,-2.054118621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
エ基技,エ基技,営業,戸村,C1,フランスベッド様 SAP on AWS PoC　ヒト,2b 個別案件型システム開発保守サービス,201,インフラサービス,EIT,ISID,内,インフラ,ヒト,新規,B61,基幹系アプリSI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,787500,0,0,0,555093,232407,0.29512,0,0,0,0,0,0,0,0,0,0,0,0,0,0
エ基技,エ基技,開発,金井,C0,フランスベッド様 EDIリプレイス（ヒト）,2b 個別案件型システム開発保守サービス,201,インフラサービス,EIT,ISID,内,インフラ,ヒト,新規,B61,基幹系アプリSI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1068750,243920,0,0,502388,322442,0.301700117,652500,261000,0,0,277546.5,113953.5,0.174641379,866250,174000,0,0,475794,216456,0.249877056,686250,174000,0,0,356845.5,155404.5,0.226454645,776250,261000,0,0,277546.5,237703.5,0.30622029,438750,87000,0,0,277546.5,74203.5,0.169124786,495000,174000,0,0,277546.5,43453.5,0.087784848,0,0,0,0,0,0,0
エ基技,エ基技,開発,金井,C1,フランスベッド様 FortiGateリプレイス（ヒト）,2b 個別案件型システム開発保守サービス,201,インフラサービス,EIT,ISID,内,インフラ,ヒト,新規,B61,基幹系アプリSI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1383750,385000,0,0,558541.5,440208.5,0.318127191,1260000,385000,0,0,479242.5,395757.5,0.314093254,495000,77000,0,0,287545.5,130454.5,0.263544444,0,0,0,0,0,0,0
エ基技,エ基技,開発,金井,C0,フランスベッド様 共通基盤用L3スイッチリプレイス（ヒト）,2b 個別案件型システム開発保守サービス,201,インフラサービス,EIT,ISID,内,インフラ,ヒト,新規,B61,基幹系アプリSI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,596250,0,0,0,399943.5,196306.5,0.32923522,663750,77000,0,0,399943.5,186806.5,0.281441055,472500,77000,0,0,287545.5,107954.5,0.228475132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
エ基技,エ基技,開発,金井,C0,フランスベッド様 FBFSリプレイス（ヒト）,2b 個別案件型システム開発保守サービス,201,インフラサービス,EIT,ISID,内,インフラ,ヒト,新規,B61,基幹系アプリSI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,798750,176693,0,0,412206,209851,0.262724257,573750,177113,0,4392,278319,113926,0.198563834,843750,174000,0,0,436144.5,233605.5,0.276865778,990000,261000,0,0,436144.5,292855.5,0.295813636,495000,261000,0,0,158598,75402,0.152327273,315000,87000,0,0,158598,69402,0.22032381,472500,174000,0,0,158598,139902,0.296088889,495000,87000,0,0,237897,170103,0.343642424,0,0,0,0,0,0,0
エ基技,エ基技,開発,金井,C0,フランスベッド様 セコムDC回線増強（ヒト）,2b 個別案件型システム開発保守サービス,201,インフラサービス,EIT,ISID,内,インフラ,ヒト,新規,B61,基幹系アプリSI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112500,0,0,0,77361,35139,0.312346667,56250,0,0,0,15332,40918,0.727431111,56250,0,0,0,39650,16600,0.295111111,112500,0,0,0,79299,33201,0.29512,112500,38500,0,0,39650,34350,0.305333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
エ基技,エ基技,,,,(フランスベッド　モノ系）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
エ基技,エ基技,開発,金井,C0,フランスベッド様データセンターMS基幹SO運用,5b ｾﾝﾀｰ利用型運用保守サービス,101,データセンター利用料,EIT,ISID,内,インフラ,モノ,継続,B61,基幹系アプリSI,1511620,0,0,1081394,0,430226,0.284612535,1577820,0,0,1134500,0,443320,0.280969946,1573880,0,0,1137055,0,436825,0.277546573,1573880,0,0,1173845,0,400035,0.25417122,1605880,0,0,1172899,0,432981,0.269622263,1605880,0,0,1418000,0,187880,0.116995043,1605880,0,0,1421000,0,184880,0.115126909,1605880,0,0,1421000,0,184880,0.115126909,1648480,0,0,1457210,0,191270,0.116028099,1648480,0,0,1457210,0,191270,0.116028099,1648480,0,0,1457210,0,191270,0.116028099,1605880,0,0,1421000,0,184880,0.115126909
エ基技,エ基技,開発,金井,C0,フランスベッド様　AWS利用料リザーブド,2b 個別案件型システム開発保守サービス,106,AWS利用料,EIT,ISID,内,インフラ,モノ,継続,B61,基幹系アプリSI,971000,0,0,820430,0,150570,0.155066941,1257000,0,0,1158348,0,98652,0.0784821,1255000,0,0,1072673,0,182327,0.145280478,1246000,0,0,1084616,0,161384,0.129521669,1246000,0,0,1188252,0,57748,0.046346709,1246000,0,0,1112051,0,133949,0.10750321,1246000,0,0,1113967,0,132033,0.10596549,1246000,0,0,1113967,0,132033,0.10596549,1246000,0,0,1113967,0,132033,0.10596549,1246000,0,0,1114716,0,131284,0.105364366,1246000,0,0,1114340,0,131660,0.105666132,1246000,0,0,1114340,0,131660,0.105666132
エ基技,エ基技,開発,金井,C0,フランスベッド様　AWS利用料オンデマンド,2b 個別案件型システム開発保守サービス,106,AWS利用料,EIT,ISID,内,インフラ,モノ,継続,B61,基幹系アプリSI,2321821,0,0,1653234,0,668587,0.287958029,2048636,0,0,1653622,0,395014,0.192818051,2054450,0,0,975008,0,1079442,0.525416535,2035697,0,0,1691866,0,343831,0.168900873,2153896,0,0,1586840,0,567056,0.263269907,2125200,0,0,1942691,0,182509,0.085878506,2145200,0,0,1960691,0,184509,0.086010162,2145200,0,0,1960691,0,184509,0.086010162,2145200,0,0,1960691,0,184509,0.086010162,2955200,0,0,2705681,0,249519,0.084433879,2145200,0,0,1960691,0,184509,0.086010162,2024200,0,0,1850000,0,174200,0.08605869
エ基技,エ基技,開発,金井,C0,フランスベッド様 FB-VPN回線費用,2b 個別案件型システム開発保守サービス,105,ネットワーク利用料,EIT,ISID,内,インフラ,モノ,継続,B61,基幹系アプリSI,2327815,0,0,1787368,0,540447,0.232169223,2324640,0,0,2051144,0,273496,0.117650905,2359404,0,0,1946319,0,413085,0.175080232,2389112,0,0,1974425,0,414687,0.173573696,2386441,0,0,1971498,0,414943,0.173875239,2200000,0,0,1850000,0,350000,0.159090909,2767066,0,0,1850000,0,917066,0.331421802,2200000,0,0,1850000,0,350000,0.159090909,2200000,0,0,1850000,0,350000,0.159090909,2200000,0,0,1850000,0,350000,0.159090909,2200000,0,0,1850000,0,350000,0.159090909,2200000,0,0,1850000,0,350000,0.159090909
エ基技,エ基技,営業,戸村,C0,フランスベッド様 HW/SW 初期＆保守費,6b 情報機器･その他ソフト保守,999,指定なし,EIT,ISID,内,インフラ,モノ,継続,B61,基幹系アプリSI,2487607,0,2329659,1185,0,156763,0.063017591,3446648,0,3165348,0,0,281300,0.081615529,3444340,0,3163286,0,0,281054,0.081598797,3427006,0,3146352,0,0,280654,0.081894808,3556407,0,3235344,0,0,321063,0.09027735,3762307,0,3431990,0,0,330317,0.087796397,3762303,0,3431990,0,0,330313,0.087795427,3918398,0,3557670,0,0,360728,0.092060071,3817557,0,3481673,0,0,335884,0.087984017,3817557,0,3481673,0,0,335884,0.087984017,3817557,0,3481673,0,0,335884,0.087984017,3817557,0,3481673,0,0,335884,0.087984017
エ基技,エ基技,営業,戸村,C0,フランスベッド様 各社サービス費用(DeepSecurity/SPLA),5b ｾﾝﾀｰ利用型運用保守サービス,110,その他クラウド利用料,EIT,ISID,内,インフラ,モノ,継続,B61,基幹系アプリSI,1094944,0,842687,108955,0,143302,0.1308761,62113,0,0,57215,0,4898,0.078856278,62113,0,0,57215,0,4898,0.078856278,62113,0,0,57215,0,4898,0.078856278,62113,0,0,57215,0,4898,0.078856278,62113,0,0,59207,0,2906,0.046785697,62113,0,0,59207,0,2906,0.046785697,62113,0,0,59207,0,2906,0.046785697,62113,0,0,59207,0,2906,0.046785697,62113,0,0,59207,0,2906,0.046785697,62113,0,0,59207,0,2906,0.046785697,62113,0,0,59207,0,2906,0.046785697
エ基技,エ基技,営業,戸村,D,フランスベッド様 SAP on AWS PoC　AWS利用料,2b 個別案件型システム開発保守サービス,106,AWS利用料,EIT,ISID,内,インフラ,モノ,新規,B61,基幹系アプリSI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810000,0,0,744990,0,65010,0.080259259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
エ基技,エ基技,営業,戸村,C0,フランスベッド様 東洋特殊工事様向けラベルプリンター,6a 情報機器･その他ソフト販売,201,インフラサービス,EIT,ISID,内,インフラ,モノ,新規,B61,基幹系アプリSI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405400,0,377000,0,0,28400,0.070054267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
エ基技,エ基技,営業,戸村,C0,フランスベッド様 恵ケアサービス向けラベルプリンター,6a 情報機器･その他ソフト販売,201,インフラサービス,EIT,ISID,内,インフラ,モノ,新規,B61,基幹系アプリSI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202700,0,188500,0,0,14200,0.070054267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
エ基技,エ基技,営業,戸村,C0,フランスベッド様 メディカル川越営業所向けラベルプリンター,6a 情報機器･その他ソフト販売,201,インフラサービス,EIT,ISID,内,インフラ,モノ,新規,B61,基幹系アプリSI,0,0,0,0,0,0,0,202700,0,188500,0,0,14200,0.070054267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
エ基技,エ基技,営業,戸村,C0,フランスベッド様 メディカル豊橋営業所向けラベルプリンター,6a 情報機器･その他ソフト販売,201,インフラサービス,EIT,ISID,内,インフラ,モノ,新規,B61,基幹系アプリSI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202700,0,188500,0,0,14200,0.070054267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
エ基技,エ基技,営業,戸村,C0,フランスベッド様_HWSW_メディカル川崎サービスデポ向けラベルプリンタ,6a 情報機器･その他ソフト販売,201,インフラサービス,EIT,ISID,内,インフラ,モノ,新規,B61,基幹系アプリSI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202700,0,188500,0,0,14200,0.070054267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
エ基技,エ基技,営業,戸村,C0,フランスベッド様_HWSW_メディカル大田営業所向けラベルプリンタ,6a 情報機器･その他ソフト販売,201,インフラサービス,EIT,ISID,内,インフラ,モノ,新規,B61,基幹系アプリSI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202700,0,188500,0,0,14200,0.070054267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
エ基技,エ基技,営業,戸村,C0,フランスベッド様_HWSW_新潟サービスセンター向けラベルプリンタ,6a 情報機器･その他ソフト販売,201,インフラサービス,EIT,ISID,内,インフラ,モノ,新規,B61,基幹系アプリSI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202700,0,182430,0,0,20270,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
エ基技,エ基技,営業,戸村,C0,フランスベッド様 EDIリプレイス,6a 情報機器･その他ソフト販売,201,インフラサービス,EIT,ISID,内,インフラ,モノ,新規,B61,基幹系アプリSI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323600,0,258600,0,0,65000,0.200865266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
エ基技,エ基技,営業,戸村,C1,フランスベッド様 FortiGateリプレイス,6a 情報機器･その他ソフト販売,201,インフラサービス,EIT,ISID,内,インフラ,モノ,新規,B61,基幹系アプリSI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20013000,0,17011050,0,0,3001950,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
エ基技,エ基技,営業,戸村,C1,フランスベッド様 共通基盤用L3スイッチリプレイス,6a 情報機器･その他ソフト販売,201,インフラサービス,EIT,ISID,内,インフラ,モノ,新規,B61,基幹系アプリSI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2917000,0,2421110,0,0,495890,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
エ基技,エ基技,営業,戸村,C0,フランスベッド様 FBFSリプレイス,6a 情報機器･その他ソフト販売,201,インフラサービス,EIT,ISID,内,インフラ,モノ,新規,B61,基幹系アプリSI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19274000,0,16103800,0,0,3170200,0.164480648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
エ基技,エ基技,,,,（SAP・ACXEL・BASIS保守　ヒト系）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
エ基技,エ基技,開発,金井,C0,ISID様 運用保守 ERP包括契約（ベーシス）,2b 個別案件型システム開発保守サービス,201,インフラサービス,EIT,ISID,内,インフラ,ヒト,継続,B51,SAP（オンプレミス）,5493200,711000,0,1779,4096373,684048,0.124526323,5893200,711000,0,1780,4085431,1094989,0.185805505,5768200,710784,0,1780,4461588,594048,0.10298672,5777495,712135,0,0,4772448,292912,0.050698789,5777495,711000,0,1751,4967237,97507,0.016877038,5777495,711000,0,0,4198244,868251,0.150281567,5777495,711000,0,0,4198244,868251,0.150281567,5777495,711000,0,0,4198244,868251,0.150281567,5777495,711000,0,0,4198244,868251,0.150281567,5777495,711000,0,0,4198244,868251,0.150281567,5777495,711000,0,0,4198244,868251,0.150281567,5777495,711000,0,0,4198244,868251,0.150281567
エ基技,エ基技,開発,金井,C0,ISID様 運用保守 ERP包括契約（ベーシス）超過分,2b 個別案件型システム開発保守サービス,201,インフラサービス,EIT,ISID,内,インフラ,ヒト,継続,B51,SAP（オンプレミス）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,491200,0,0,0,427216,63984,0.130260586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500000,0,0,0,400000,100000,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500000,0,0,0,400000,100000,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500000,0,0,0,400000,100000,0.2
エ基技,エ基技,開発,金井,C0,京王品川ビルAMO保守回線　インフラ支援,2b 個別案件型システム開発保守サービス,201,インフラサービス,EIT,ISID,内,インフラ,ヒト,継続,B7D,BSその他,50000,0,0,0,42330,7670,0.1534,50000,0,0,0,46143,3857,0.07714,50000,0,0,0,32087,17913,0.35826,50000,0,0,0,32330,17670,0.3534,50000,0,0,0,33021,16979,0.33958,50000,0,0,0,39650,10350,0.207,50000,0,0,0,39650,10350,0.207,50000,0,0,0,39650,10350,0.207,50000,0,0,0,39650,10350,0.207,50000,0,0,0,39650,10350,0.207,50000,0,0,0,39650,10350,0.207,50000,0,0,0,39650,10350,0.207
エ基技,エ基技,営業,戸村,C0,東映アニメーション　AMO保守運用,2b 個別案件型システム開発保守サービス,201,インフラサービス,EIT,ISID,内,インフラ,ヒト,継続,B51,SAP（オンプレミス）,110000,0,0,0,69861,40139,0.3649,110000,0,0,0,76539,33461,0.304190909,110000,0,0,0,76056,33944,0.308581818,110000,0,0,0,79144,30856,0.280509091,110000,0,0,0,61904,48096,0.437236364,110000,0,0,0,84299,25701,0.233645455,110000,0,0,0,84299,25701,0.233645455,110000,0,0,0,84299,25701,0.233645455,110000,0,0,0,84299,25701,0.233645455,110000,0,0,0,84299,25701,0.233645455,110000,0,0,0,84299,25701,0.233645455,110000,0,0,0,84299,25701,0.233645455
エ基技,エ基技,営業,横山,C0,クラシエホールディングス　SAPサポートバックボーン追加対応,2a 個別案件型システム開発,201,インフラサービス,CIT,クラシエホールディングス,外,インフラ,ヒト,新規,C83,CIT  SI その他SI,,,,,,,,,,,,,,,,,,,,,,130000,,,,89869,40131,0.3087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
エ基技,エ基技,営業,横山,C0,クラシエホールディングス　HCMシステム向け SAPサポートバックボーン追加対応,2a 個別案件型システム開発,201,インフラサービス,CIT,クラシエホールディングス,外,インフラ,ヒト,新規,C83,CIT  SI その他SI,,,,,,,,,,,,,,,,,,,,,,227500,,,,151404,76096,0.334487912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
エ基技,エ基技,営業,横山,C0,クラシエホールディングス　HCMシステム向け SAPサポートバックボーン未対応分,2a 個別案件型システム開発,201,インフラサービス,CIT,クラシエホールディングス,外,インフラ,ヒト,新規,C83,CIT  SI その他SI,,,,,,,,,,,,,,,,,,,,,,325000,,,,204286,120714,0.371427692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
エ基技,エ基技,開発,金井,C0,大成ラミック　DR環境構築,2b 個別案件型システム開発保守サービス,201,インフラサービス,EIT,ISID,内,インフラ,ヒト,新規,B51,SAP（オンプレミス）,125000,0,0,0,89642,35358,0.282864,616250,0,0,0,414452,201798,0.327461258,616250,0,0,0,436577,179673,0.291558621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
エ基技,エ基技,開発,金井,C0,東京エネシス Azure環境追加構築,2b 個別案件型システム開発保守サービス,201,インフラサービス,EIT,ISID,内,インフラ,ヒト,新規,B51,SAP（オンプレミス）,0,0,0,0,0,0,0,675000,0,0,0,444059,230941,0.342134815,675000,0,0,0,405824,269176,0.398779259,312500,0,0,0,90545,221955,0.710256,312500,0,0,0,218760,93740,0.299968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
エ基技,エ基技,開発,金井,C0,大和ハウス工業　基盤構築,2b 個別案件型システム開発保守サービス,201,インフラサービス,EIT,ISID,内,インフラ,ヒト,新規,B51,SAP（オンプレミス）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,625000,0,0,0,339462,285538,0.4568608,875000,161577,0,0,297188,416235,0.475697143,250000,0,0,0,158598,91402,0.365608,250000,0,0,0,158598,91402,0.365608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
